ligand,E1,E2,E3
YYQRGCZGSFRBAM-UHFFFAOYSA-N,-4.5,-5.2,-4.7
WFNAKBGANONZEQ-GOSISDBHSA-N,-7.0,-3.1,-8.0
WBHHMMIMDMUBKC-QJWNTBNXSA-N,-7.4,-7.1,-5.6
CVKNDPRBJVBDSS-CQSZACIVSA-N,-8.6,-5.8,-7.2
SRBFZHDQGSBBOR-LECHCGJUSA-N,-4.9,-5.5,-4.6
UCCJWNPWWPJKGL-DEOSSOPVSA-N,-7.3,-8.7,-9.7
WIIZWVCIJKGZOK-RKDXNWHRSA-N,-7.0,-6.1,-6.8
PVNIIMVLHYAWGP-UHFFFAOYSA-N,-5.8,-5.4,-4.9
WGNUNYPERJMVRM-UHFFFAOYSA-N,-6.3,-5.8,-5.1
ZYVXHFWBYUDDBM-UHFFFAOYSA-N,-6.4,-5.9,-5.0
WPYMKLBDIGXBTP-UHFFFAOYSA-N,-6.7,-5.8,-5.2
AJPLPOWGYORUIF-UHFFFAOYSA-N,-7.8,-7.9,-7.8
HRYZWHHZPQKTII-UHFFFAOYSA-N,-2.6,-2.4,-2.1
PHVGLTMQBUFIQQ-UHFFFAOYSA-N,-8.1,-5.8,-8.3
CURLTUGMZLYLDI-UHFFFAOYSA-N,-2.6,-2.0,-2.3
OEYIOHPDSNJKLS-UHFFFAOYSA-N,-3.1,-3.5,-3.3
JEIPFZHSYJVQDO-UHFFFAOYSA-N,-3.5,-3.2,-3.3
XNEFYCZVKIDDMS-UHFFFAOYSA-N,-9.6,-8.4,-8.1
GEGSSUSEWOHAFE-UHFFFAOYSA-N,-6.9,-5.3,-5.3
JURKNVYFZMSNLP-UHFFFAOYSA-N,-8.2,-3.7,-8.3
LENZDBCJOHFCAS-UHFFFAOYSA-N,-4.2,-4.0,-3.5
NMUSYJAQQFHJEW-KVTDHHQDSA-N,-5.8,-4.9,-6.5
IDCHQQSVJAAUQQ-UHFFFAOYSA-N,-7.5,-7.5,-7.1
UUQMNUMQCIQDMZ-UHFFFAOYSA-N,-6.2,-5.6,-4.6
