ligand,E1,E2,E3
PVNIIMVLHYAWGP-UHFFFAOYSA-N,-4.3,-4.0,-3.3
OEYIOHPDSNJKLS-UHFFFAOYSA-N,-2.9,-2.8,-2.3
WFNAKBGANONZEQ-GOSISDBHSA-N,-6.3,-4.9,-5.1
CURLTUGMZLYLDI-UHFFFAOYSA-N,-2.1,-1.5,-1.6
AJPLPOWGYORUIF-UHFFFAOYSA-N,-6.5,-5.0,-5.4
UUQMNUMQCIQDMZ-UHFFFAOYSA-N,-4.5,-3.6,-3.6
IDCHQQSVJAAUQQ-UHFFFAOYSA-N,-6.1,-4.3,-4.7
GEGSSUSEWOHAFE-UHFFFAOYSA-N,-4.9,-3.9,-4.0
ZYVXHFWBYUDDBM-UHFFFAOYSA-N,-4.7,-3.7,-3.6
LENZDBCJOHFCAS-UHFFFAOYSA-N,-3.2,-3.2,-2.6
JURKNVYFZMSNLP-UHFFFAOYSA-N,-7.2,-5.2,-5.6
CVKNDPRBJVBDSS-CQSZACIVSA-N,-6.9,-5.1,-4.4
YYQRGCZGSFRBAM-UHFFFAOYSA-N,-4.2,-4.0,-3.3
WGNUNYPERJMVRM-UHFFFAOYSA-N,-4.6,-4.1,-3.5
SRBFZHDQGSBBOR-LECHCGJUSA-N,-4.3,-4.4,-3.1
PHVGLTMQBUFIQQ-UHFFFAOYSA-N,-7.0,-5.2,-5.8
XNEFYCZVKIDDMS-UHFFFAOYSA-N,-6.8,-4.6,-6.0
WPYMKLBDIGXBTP-UHFFFAOYSA-N,-4.8,-4.1,-3.7
UCCJWNPWWPJKGL-DEOSSOPVSA-N,-6.0,-4.7,-5.0
JEIPFZHSYJVQDO-UHFFFAOYSA-N,-3.8,-2.8,-2.3
NMUSYJAQQFHJEW-KVTDHHQDSA-N,-5.5,-4.4,-4.1
HRYZWHHZPQKTII-UHFFFAOYSA-N,-1.9,-1.8,-2.0
WBHHMMIMDMUBKC-QJWNTBNXSA-N,-5.7,-3.4,-4.5
WIIZWVCIJKGZOK-RKDXNWHRSA-N,-6.2,-4.8,-4.4
