ligand,E1,E2,E3
WGNUNYPERJMVRM-UHFFFAOYSA-N,-5.0,-5.0,-5.1
NMUSYJAQQFHJEW-KVTDHHQDSA-N,-6.1,-5.6,-4.7
WBHHMMIMDMUBKC-QJWNTBNXSA-N,-5.2,-5.4,-5.0
IDCHQQSVJAAUQQ-UHFFFAOYSA-N,-6.5,-5.8,-5.6
HRYZWHHZPQKTII-UHFFFAOYSA-N,-2.0,-2.0,-2.1
ZYVXHFWBYUDDBM-UHFFFAOYSA-N,-5.3,-4.8,-4.8
WIIZWVCIJKGZOK-RKDXNWHRSA-N,-6.1,-5.5,-5.5
WFNAKBGANONZEQ-GOSISDBHSA-N,-5.7,-5.7,-5.5
JEIPFZHSYJVQDO-UHFFFAOYSA-N,-3.1,-3.1,-3.0
AJPLPOWGYORUIF-UHFFFAOYSA-N,-7.0,-6.1,-6.0
UCCJWNPWWPJKGL-DEOSSOPVSA-N,-7.5,-7.6,-7.1
YYQRGCZGSFRBAM-UHFFFAOYSA-N,-4.4,-4.1,-3.5
CVKNDPRBJVBDSS-CQSZACIVSA-N,-6.9,-5.6,-6.1
PVNIIMVLHYAWGP-UHFFFAOYSA-N,-5.0,-4.5,-4.4
SRBFZHDQGSBBOR-LECHCGJUSA-N,-4.8,-4.9,-4.2
XNEFYCZVKIDDMS-UHFFFAOYSA-N,-6.6,-6.7,-6.2
PHVGLTMQBUFIQQ-UHFFFAOYSA-N,-7.0,-6.0,-5.9
UUQMNUMQCIQDMZ-UHFFFAOYSA-N,-4.9,-4.9,-4.2
LENZDBCJOHFCAS-UHFFFAOYSA-N,-3.5,-3.5,-2.9
JURKNVYFZMSNLP-UHFFFAOYSA-N,-7.5,-6.1,-6.1
WPYMKLBDIGXBTP-UHFFFAOYSA-N,-5.5,-4.8,-4.5
GEGSSUSEWOHAFE-UHFFFAOYSA-N,-5.2,-4.9,-4.6
CURLTUGMZLYLDI-UHFFFAOYSA-N,-1.9,-2.0,-2.1
OEYIOHPDSNJKLS-UHFFFAOYSA-N,-3.0,-3.3,-2.5
