ligand,E1,E2,E3
GDYUVHBMFVMBAF-LIRRHRJNSA-N,-7.1,-7.4,-8.3
XVAMCHGMPYWHNL-MKPDMIMOSA-N,-7.9,-8.5,-8.9
MPBVHIBUJCELCL-UHFFFAOYSA-N,-5.9,-6.2,-5.9
ZLFQARCCMWUSQE-WMPKNSHKSA-N,-8.8,-8.6,-6.6
HIGRLDNHDGYWQJ-UHFFFAOYSA-P,-6.9,-7.4,-7.4
NREAGDHHMSOWKZ-DXJNJSHLSA-N,-11.0,-9.9,-10.2
PAQZZCOZHPGCFW-UUELBBOTSA-N,-7.8,-7.3,-7.6
PYNXFZCZUAOOQC-UTKZUKDTSA-N,-7.6,-7.0,-8.2
GMZVRMREEHBGGF-UHFFFAOYSA-N,-5.1,-5.2,-5.2
GUBGYTABKSRVRQ-QUYVBRFLSA-N,-7.0,-7.8,-6.8
FOCVUCIESVLUNU-UHFFFAOYSA-N,-4.2,-4.2,-4.0
YMDXZJFXQJVXBF-STHAYSLISA-N,-4.6,-4.3,-4.5
KWTSXDURSIMDCE-MRVPVSSYSA-N,-4.8,-5.1,-5.6
YWPHCCPCQOJSGZ-NSHDSACASA-N,-5.7,-6.8,-6.3
QAJQUUOBVOKLOD-UHFFFAOYSA-N,-7.7,-8.1,-8.0
YTRMTPPVNRALON-UHFFFAOYSA-N,-7.2,-7.6,-8.0
JTEGQNOMFQHVDC-NKWVEPMBSA-N,-5.7,-6.0,-6.4
XSBSKEQEUFOSDD-UHFFFAOYSA-N,-5.6,-5.6,-6.2
WQVAYGCXSJMPRT-UHFFFAOYSA-N,-5.6,-5.9,-6.4
MXHODDGKGSGCDI-UHFFFAOYSA-N,-6.6,-6.3,-7.4
VTUSIVBDOCDNHS-OAHLLOKOSA-N,-5.7,-5.7,-6.3
SNIOPGDIGTZGOP-UHFFFAOYSA-N,-5.2,-5.4,-5.2
OCDYNPAUUKDNOR-UHFFFAOYSA-N,-7.5,-8.7,-8.5
GSNOZLZNQMLSKJ-UHFFFAOYSA-N,-5.5,-5.3,-5.9
