ligand,E1,E2,E3
OWQUZNMMYNAXSL-UHFFFAOYSA-N,-7.3,-6.1,-5.5
WGFOBBZOWHGYQH-MXHNKVEKSA-N,-7.6,-6.6,-5.6
QRJOQYLXZPQQMX-FWROMSNXSA-N,-8.7,-6.6,-6.1
WTDGMHYYGNJEKQ-ZETCQYMHSA-N,-5.8,-5.0,-5.1
VZCYOOQTPOCHFL-OWOJBTEDSA-N,-4.6,-5.1,-4.3
IMOLVSPMDGCLMB-UHFFFAOYSA-N,-8.4,-5.7,-4.9
NGGMYCMLYOUNGM-CSDLUJIJSA-N,-7.5,-6.8,-6.1
DCXYFEDJOCDNAF-REOHCLBHSA-N,-4.9,-4.7,-4.7
MDNWOSOZYLHTCG-UHFFFAOYSA-N,-7.3,-6.0,-5.7
ZGXJTSGNIOSYLO-UHFFFAOYSA-N,-4.7,-4.8,-4.1
SGTNSNPWRIOYBX-MHZLTWQESA-N,-7.2,-5.9,-4.7
TZWKUQDQKPYNLL-UHFFFAOYSA-N,-6.9,-5.8,-4.9
YVWGMAFXEJHFRO-UHFFFAOYSA-N,-4.6,-4.1,-3.8
SUHOQUVVVLNYQR-MRVPVSSYSA-N,-4.7,-4.8,-5.1
SXRSQZLOMIGNAQ-UHFFFAOYSA-N,-3.8,-4.3,-3.6
GDLBFKVLRPITMI-UHFFFAOYSA-N,-7.5,-6.2,-5.1
OIRDTQYFTABQOQ-KQYNXXCUSA-N,-6.7,-5.7,-6.0
LWRDQHOZTAOILO-UHFFFAOYSA-N,-7.1,-5.6,-5.6
CIWBSHSKHKDKBQ-JLAZNSOCSA-N,-5.4,-5.1,-5.2
CAMYKONBWHRPDD-UHFFFAOYSA-N,-6.5,-5.6,-5.4
BELBBZDIHDAJOR-UHFFFAOYSA-N,-7.6,-7.1,-7.2
OVTCHWSLKGENKP-UHFFFAOYSA-N,-7.4,-6.5,-5.9
OYHQOLUKZRVURQ-HZJYTTRNSA-N,-5.9,-5.3,-3.9
JBOOHWBSLUXBQW-SDNWHVSQSA-N,-7.7,-6.7,-6.0
DLEGDLSLRSOURQ-UHFFFAOYSA-N,-4.1,-4.1,-3.9
