ligand,E1,E2,E3
BKCXTZWLBPOGRU-XQHKEYJVSA-N,-7.4,-6.8,-5.7
HFXKQSZZZPGLKQ-MRVPVSSYSA-N,-5.0,-4.4,-3.6
QPCDCPDFJACHGM-UHFFFAOYSA-N,-7.1,-5.9,-5.1
STLZCUYBVPNYED-UHFFFAOYSA-N,-6.3,-5.9,-4.7
XREUEWVEMYWFFA-CSKJXFQVSA-N,-7.8,-9.2,-7.7
IQWCBYSUUOFOMF-QTLFRQQHSA-N,-6.4,-5.4,-4.6
AFSYRVDDZGJTIL-OCAPTIKFSA-N,-4.5,-4.0,-3.6
WFPIAZLQTJBIFN-UHFFFAOYSA-N,-7.9,-7.4,-6.3
ZXVNMYWKKDOREA-UHFFFAOYSA-N,-7.3,-6.6,-5.5
NZUPCNDJBJXXRF-LURJTMIESA-O,-4.8,-4.2,-3.8
IBGBGRVKPALMCQ-UHFFFAOYSA-N,-5.5,-5.1,-4.5
UBAJTZKNDCEGKL-UHFFFAOYSA-N,-9.8,-8.8,-8.8
OMOMUFTZPTXCHP-UHFFFAOYSA-N,-4.7,-4.3,-3.7
XIHXRRMCNSMUET-UHFFFAOYSA-N,-7.1,-5.8,-5.1
PXBVEXGRHZFEOF-QGZVFWFLSA-N,-7.2,-7.4,-6.1
KJAMZCVTJDTESW-UHFFFAOYSA-N,-7.1,-7.9,-6.0
WREGKURFCTUGRC-POYBYMJQSA-N,-6.8,-5.8,-4.7
CREICILGVGNQBH-UHFFFAOYSA-N,-7.2,-8.0,-6.5
SAZUGELZHZOXHB-UHFFFAOYSA-N,-6.4,-5.5,-4.5
YAHRDLICUYEDAU-RNFRBKRXSA-N,-4.1,-3.7,-3.5
LCFBCKSQWVQIBY-UYAOXDASSA-N,-7.9,-7.1,-5.5
FYJJXENSONZJRG-UHFFFAOYSA-N,-6.3,-5.8,-5.0
FTCYIGBVOHNHCD-UHFFFAOYSA-N,-4.8,-4.4,-4.0
