ligand,E1,E2,E3
VILCJCGEZXAXTO-UHFFFAOYSA-N,-4.8,-3.9,-3.7
POULHZVOKOAJMA-UHFFFAOYSA-N,-5.8,-5.3,-4.5
RDFJFVXMRYVOAC-UHFFFAOYSA-N,-4.2,-3.5,-3.1
RPTUSVTUFVMDQK-UHFFFAOYSA-N,-6.8,-6.0,-4.9
VQKLRVZQQYVIJW-UHFFFAOYSA-N,-7.4,-5.8,-5.6
YZZCJYJBCUJISI-UHFFFAOYSA-N,-6.9,-5.1,-4.7
XXRVYAFBUDSLJX-UHFFFAOYSA-N,-8.4,-6.9,-6.5
NUVBSKCKDOMJSU-UHFFFAOYSA-N,-6.4,-5.4,-4.5
OXAUOBQMCDIVPQ-IOXNKQMXSA-N,-9.5,-6.9,-6.6
QIQXTHQIDYTFRH-UHFFFAOYSA-N,-6.4,-5.7,-4.9
UUVWYPNAQBNQJQ-UHFFFAOYSA-N,-5.5,-4.3,-3.7
LXNHXLLTXMVWPM-UHFFFAOYSA-N,-6.0,-5.1,-4.4
KSMRODHGGIIXDV-YFKPBYRVSA-N,-7.0,-5.0,-4.4
XJGFWWJLMVZSIG-UHFFFAOYSA-N,-7.4,-6.3,-5.6
SPDZFJLQFWSJGA-UHFFFAOYSA-N,-6.4,-4.5,-4.0
BPKUDUSVDVLOPY-UHFFFAOYSA-N,-7.1,-7.8,-6.6
SBUQZKJEOOQSBV-QMMMGPOBSA-N,-6.0,-5.5,-4.5
ORUJFMPWKPVXLZ-UHFFFAOYSA-N,-7.5,-6.3,-5.5
QRZAKQDHEVVFRX-UHFFFAOYSA-N,-7.7,-6.2,-5.2
WEUCDJCFJHYFRL-IBGZPJMESA-N,-6.8,-7.1,-5.3
NIQCNGHVCWTJSM-UHFFFAOYSA-N,-6.5,-5.0,-4.3
KGPPDNUWZNWPSI-UHFFFAOYSA-N,-5.4,-4.4,-4.0
HODRFAVLXIFVTR-RKDXNWHRSA-N,-7.8,-6.6,-5.6
