ligand,E1,E2,E3
UAUHEPXILIZYCU-ALHOSYKFSA-N,-6.5,-5.5,-6.7
VOIFKEWOFUNPBN-QIUUJYRFSA-N,-6.1,-6.9,-5.6
RVMGXWBCQGAWBR-UHFFFAOYSA-N,-6.7,-7.8,-6.4
VDANGULDQQJODZ-UHFFFAOYSA-N,-6.1,-6.0,-5.8
UVKZSORBKUEBAZ-UHFFFAOYSA-N,-5.5,-6.3,-6.7
LAHDERDHXJFFJU-ZWNKPRIXSA-N,-6.7,-6.0,-6.6
QBSGXIBYUQJHMJ-UHFFFAOYSA-N,-7.3,-7.3,-6.8
VVDLFTOOMLZFRO-UHFFFAOYSA-N,-6.9,-7.3,-6.8
DLNKOYKMWOXYQA-IONNQARKSA-N,-5.4,-5.8,-5.5
OYTKINVCDFNREN-UHFFFAOYSA-N,-4.2,-5.1,-4.4
KMSKQZKKOZQFFG-YXRRJAAWSA-N,-9.5,-7.0,-8.8
PHTUQLWOUWZIMZ-GZTJUZNOSA-N,-6.3,-7.5,-7.0
FRPZMMHWLSIFAZ-UHFFFAOYSA-N,-5.7,-5.8,-4.7
RNFNDJAIBTYOQL-UHFFFAOYSA-N,-4.1,-4.1,-3.8
COLNVLDHVKWLRT-QMMMGPOBSA-N,-5.8,-6.6,-6.0
MYBLAOJMRYYKMS-PVFLNQBWSA-N,-6.6,-5.4,-6.7
RFKMCNOHBTXSMU-UHFFFAOYSA-N,-4.2,-4.4,-3.8
XRECTZIEBJDKEO-UHFFFAOYSA-N,-4.8,-5.5,-4.6
RQNADZJRELIICT-UHFFFAOYSA-N,-6.3,-5.9,-6.6
QKDRXGFQVGOQKS-CRSSMBPESA-N,-6.8,-7.9,-7.7
AHLPHDHHMVZTML-BYPYZUCNSA-N,-4.6,-5.1,-4.3
WLJVXDMOQOGPHL-UHFFFAOYSA-N,-5.5,-6.0,-5.1
