ligand,binding score,energy
VWVSBHGCDBMOOT-IIEHVVJPSA-N,305274.34,-9.4
SLYPOVJCSQHITR-UHFFFAOYSA-N,536297.25,-6.0
JFPVXVDWJQMJEE-IZRZKJBUSA-N,795722.8,-8.5
DCSCXTJOXBUFGB-JGVFFNPUSA-N,1139043.6,-6.1
LEVWYRKDKASIDU-IMJSIDKUSA-N,1746474.55,-5.9
PVHUJELLJLJGLN-INIZCTEOSA-N,1074598.51,-8.0
GZUITABIAKMVPG-UHFFFAOYSA-N,367540.68,-10.6
WWZKQHOCKIZLMA-UHFFFAOYSA-N,141827.93,-5.2
IMYZQPCYWPFTAG-YWVKMMECSA-N,531504.49,-5.9
BUGYDGFZZOZRHP-CDECOKDKSA-N,623646.81,-6.3
WMCMJIGLYZDKRN-ZDUSSCGKSA-N,344513.74,-9.0
LGAJOMLFGCSBFF-OLXDQKQCSA-N,308788.57,-9.0
FBPFZTCFMRRESA-JGWLITMVSA-N,202768.54,-5.8
OIRCOABEOLEUMC-GEJPAHFPSA-N,589770.92,-1.3
DKGZKTPJOSAWFA-UHFFFAOYSA-N,274840.23,-10.2
NETZHAKZCGBWSS-CEDHKZHLSA-N,273001.79,-9.2
LCAAMXMULMCKLJ-UHFFFAOYSA-N,615761.06,-8.7
BMOVQUBVGICXQN-MKPDMIMOSA-N,741983.53,-7.6
HJPHIJVSRJVAGC-SSDOTTSWSA-N,729706.34,-4.9
WOFMFGQZHJDGCX-ZULDAHANSA-N,437658.52,-8.7
AJOQSQHYDOFIOX-SECBINFHSA-N,133188.15,-7.0
OFZCIYFFPZCNJE-GFCCVEGCSA-N,1197632.53,-6.8
IRYJRGCIQBGHIV-UHFFFAOYSA-N,1022945.1,-6.4
FEWJPZIEWOKRBE-JCYAYHJZSA-N,185301.66,-5.4
KWGRBVOPPLSCSI-WPRPVWTQSA-N,241587.61,-6.2
KRMDCWKBEZIMAB-UHFFFAOYSA-N,328234.31,-8.2
HTJXMOGUGMSZOG-UHFFFAOYSA-N,598130.68,-7.6
QTQPVLDZQVPLGV-AWEZNQCLSA-N,385109.58,-8.0
WYMSBXTXOHUIGT-UHFFFAOYSA-N,991786.98,-6.8
UDMBCSSLTHHNCD-KQYNXXCUSA-N,259290.14,-8.9
WDICTQVBXKADBP-UHFFFAOYSA-N,345090.09,-7.0
XXVROGAVTTXONC-NSHDSACASA-N,154863.55,-5.9
CHBRHODLKOZEPZ-UHFFFAOYSA-N,1037523.64,-7.8
NJCJBUHJQLFDSW-UHFFFAOYSA-N,509531.52,-7.9
HNDVDQJCIGZPNO-YFKPBYRVSA-N,871115.88,-5.6
TZADDXVKYWMEHX-YFKPBYRVSA-N,1177486.53,-6.4
YFDSDPIBEUFTMI-UHFFFAOYSA-N,78311.02,-3.7
LVRLSYPNFFBYCZ-VGWMRTNUSA-N,706244.54,-8.7
YMFIJXDFAPHJIN-SECBINFHSA-N,596010.85,-7.2
PAZJSJFMUHDSTF-AWEZNQCLSA-N,938161.03,-7.0
PFTAWBLQPZVEMU-DZGCQCFKSA-N,625137.82,-9.2
AKUJBENLRBOFTD-QZIXMDIESA-N,622758.27,-10.2
