ligand,E1,E2,E3
YGSDEFSMJLZEOE-UHFFFAOYSA-N,-5.7,-5.3,-5.7
LAYVFLWAVIGDLK-LJQANCHMSA-N,-6.7,-6.8,-6.8
MPDGHEJMBKOTSU-YKLVYJNSSA-N,-8.6,-9.0,-9.9
QXLPXWSKPNOQLE-ZCFIWIBFSA-N,-4.5,-4.3,-4.3
DVASNQYQOZHAJN-OAHLLOKOSA-N,-7.3,-7.0,-7.8
ZBNBQISDCFIEQC-UHFFFAOYSA-N,-5.0,-4.8,-5.2
WZNJWVWKTVETCG-YFKPBYRVSA-N,-5.5,-5.8,-6.1
XKFZYVWWXHCHIX-UHFFFAOYSA-N,-4.5,-4.7,-4.6
JLMHZVYLAQPMOZ-UHFFFAOYSA-N,-4.0,-3.7,-3.7
QUBQYFYWUJJAAK-UHFFFAOYSA-N,-4.6,-4.4,-4.4
KWBTZIFLQYYPTH-UHFFFAOYSA-N,-6.2,-6.5,-7.0
QANMHLXAZMSUEX-UHFFFAOYSA-N,-6.6,-6.9,-6.6
KXRZBTAEDBELFD-UHFFFAOYSA-N,-6.8,-6.6,-7.5
YDBYJHTYSHBBAU-YFKPBYRVSA-O,-4.4,-4.4,-4.5
NRNCYVBFPDDJNE-ZETCQYMHSA-N,-6.3,-5.7,-7.0
WQABCVAJNWAXTE-VKHMYHEASA-N,-3.1,-3.0,-3.0
OIRDTQYFTABQOQ-UHTZMRCNSA-N,-7.0,-7.3,-6.9
RWWYLEGWBNMMLJ-YSOARWBDSA-N,-7.6,-8.2,-8.9
FZRNEERXGKQYPH-UHFFFAOYSA-N,-7.2,-7.6,-7.7
UIEATEWHFDRYRU-XMMPIXPASA-N,-7.2,-7.2,-7.0
YMFGJWGABDOFID-UHFFFAOYSA-N,-6.8,-6.7,-6.8
JDLSRXWHEBFHNC-UHFFFAOYSA-N,-6.6,-7.8,-7.9
JOWRFSPJFXLGGY-VIFPVBQESA-N,-6.2,-6.2,-6.5
YAGBSNMZQKEFCO-JTQLQIEISA-N,-5.0,-5.5,-5.8
