ligand,E1,E2,E3
VYFYYTLLBUKUHU-UHFFFAOYSA-N,-5.8,-5.2,-4.3
HDGFUOKLIQJQCS-UHFFFAOYSA-O,-6.3,-7.5,-5.6
LRCXRAABFLIVAI-QMMMGPOBSA-N,-5.8,-5.2,-4.5
ANTSCNMPPGJYLG-UHFFFAOYSA-N,-6.0,-7.3,-6.1
DB00336,-6.8,-6.1,-5.6
VYQNWZOUAUKGHI-UHFFFAOYSA-N,-6.5,-6.4,-4.9
OXNIZHLAWKMVMX-UHFFFAOYSA-N,-6.6,-5.9,-5.2
JCKYGMPEJWAADB-UHFFFAOYSA-N,-6.3,-5.3,-4.5
RBTBFTRPCNLSDE-UHFFFAOYSA-N,-7.5,-6.2,-5.5
LSAMUAYPDHUBQD-OLKPEBQYSA-N,-5.6,-5.0,-4.2
YVGGHNCTFXOJCH-UHFFFAOYSA-N,-6.9,-6.1,-5.8
SUWZHLCNFQWNPE-LATRNWQMSA-N,-7.5,-6.6,-5.6
KDYFGRWQOYBRFD-UHFFFAOYSA-N,-4.5,-4.4,-3.7
HLIBJQGJVDHCNB-UHFFFAOYSA-N,-7.5,-6.5,-5.4
YFLRYAVDPKONNX-UHFFFAOYSA-N,-6.1,-5.4,-5.0
UYUXSRADSPPKRZ-SKNVOMKLSA-N,-5.9,-5.2,-4.8
GCHKUUOPYMFGEY-VMPITWQZSA-N,-6.8,-5.9,-4.8
DZGWFCGJZKJUFP-UHFFFAOYSA-N,-5.2,-4.8,-4.3
OBZHEBDUNPOCJG-WBXJDKIVSA-N,-8.3,-10.7,-7.8
DLNKOYKMWOXYQA-APPZFPTMSA-N,-5.5,-4.9,-4.6
IAIWVQXQOWNYOU-FPYGCLRLSA-N,-6.8,-6.0,-5.4
UHDGCWIWMRVCDJ-CCXZUQQUSA-N,-7.3,-6.2,-4.8
HTYIXCKSEQQCJO-NSHDSACASA-N,-6.5,-5.5,-4.7
