ligand,E1,E2,E3
MOYGZHXDRJNJEP-HHHXNRCGSA-N,-6.7,-7.6,-7.2
DPNGIIPSQYKWQA-AVGNSLFASA-N,-6.5,-6.7,-6.9
UCHDWCPVSPXUMX-TZIWLTJVSA-N,-6.3,-7.3,-7.4
XOVJAYNMQDTIJD-MRVPVSSYSA-N,-4.5,-5.4,-5.4
IUWVALYLNVXWKX-UHFFFAOYSA-N,-4.9,-4.5,-5.0
ZKMNUMMKYBVTFN-HNNXBMFYSA-N,-5.7,-5.6,-5.8
NENBAISIHCWPKP-UHFFFAOYSA-N,-5.4,-6.0,-5.5
VWFCHDSQECPREK-LURJTMIESA-N,-5.3,-5.9,-5.5
WBLPIVIXQOFTPQ-HTRCEHHLSA-N,-4.4,-4.4,-4.5
JQKHJQJVKRFMCO-SNAWJCMRSA-N,-5.7,-6.3,-5.9
LVWZTYCIRDMTEY-UHFFFAOYSA-N,-5.8,-5.8,-5.7
CBHCDHNUZWWAPP-OAHLLOKOSA-N,-6.2,-6.2,-6.4
GXDALQBWZGODGZ-UHFFFAOYSA-N,-7.6,-7.6,-7.8
HTMIBDQKFHUPSX-AWEZNQCLSA-N,-6.1,-5.9,-6.2
JRFKIOFLCXKVOT-UHFFFAOYSA-N,-5.1,-4.7,-5.1
RMMXTBMQSGEXHJ-UHFFFAOYSA-N,-5.4,-5.1,-5.5
CTRLABGOLIVAIY-UHFFFAOYSA-N,-7.4,-6.6,-7.4
HDOZVRUNCMBHFH-UHFFFAOYSA-N,-6.1,-5.8,-6.1
RDOIQAHITMMDAJ-UHFFFAOYSA-N,-6.9,-6.7,-6.9
AGBQKNBQESQNJD-ZETCQYMHSA-N,-4.2,-4.5,-4.4
STQGQHZAVUOBTE-VGBVRHCVSA-N,-7.9,-8.2,-8.4
ISEHJSHTIVKELA-VDFGSOQMSA-N,-5.0,-4.5,-5.2
OOBHFESNSZDWIU-ONGXEEELSA-N,-5.7,-4.6,-5.5
PFENFDGYVLAFBR-UHFFFAOYSA-N,-6.1,-6.4,-6.4
