ligand,E1,E2,E3
HVTQGIFBNBMSGE-JZRMKITLSA-N,-3.7,-4.3,-3.7
MUCZHBLJLSDCSD-UHFFFAOYSA-N,-4.7,-5.5,-4.6
BTGNGJJLZOIYID-UHFFFAOYSA-N,-7.6,-7.8,-8.3
GFBKORZTTCHDGY-UWVJOHFNSA-N,-8.0,-7.2,-7.2
RARSHUDCJQSEFJ-UHFFFAOYSA-N,-5.8,-6.1,-5.5
HSMNQINEKMPTIC-UHFFFAOYSA-N,-6.3,-6.9,-5.8
PMFZALLSVLZXMR-SFHVURJKSA-N,-6.1,-6.5,-6.4
PBVFROWIWWGIFK-KWCOIAHCSA-N,-3.4,-4.0,-3.4
CXQGFLBVUNUQIA-UHFFFAOYSA-N,-7.1,-5.8,-6.7
GUTZRTRUIMWMJZ-SSDOTTSWSA-N,-7.4,-5.5,-6.5
QIGBRXMKCJKVMJ-UHFFFAOYSA-N,-4.8,-5.2,-4.3
MBHXKZDTQCSVPM-BDAFLREQSA-N,-10.1,-7.9,-8.3
RBNWAMSGVWEHFP-WAAGHKOSSA-N,-5.3,-5.2,-5.9
RWLALWYNXFYRGW-YUMQZZPRSA-N,-4.8,-4.8,-4.5
MOYKHGMNXAOIAT-JGWLITMVSA-N,-6.6,-5.9,-5.7
KEJXLQUPYHWCNM-UHFFFAOYSA-N,-6.4,-5.7,-6.1
KWGRBVOPPLSCSI-WCBMZHEXSA-N,-5.6,-5.9,-5.9
OSCTXCOERRNGLW-UHFFFAOYSA-N,-6.5,-6.4,-6.5
QXKHYNVANLEOEG-UHFFFAOYSA-N,-7.2,-6.6,-6.6
OSDLLIBGSJNGJE-UHFFFAOYSA-N,-5.7,-6.0,-5.2
OKJPEAGHQZHRQV-UHFFFAOYSA-N,-2.7,-2.7,-2.5
IAZDPXIOMUYVGZ-UHFFFAOYSA-N,-2.5,-2.7,-2.5
TXCGAZHTZHNUAI-UHFFFAOYSA-N,-6.2,-6.3,-6.2
IRZVVDMCEZNNCW-UHFFFAOYSA-N,-8.0,-7.2,-8.0
