ligand,E1,E2,E3
HCYAFALTSJYZDH-UHFFFAOYSA-N,-6.7,-6.4,-7.8
GIKNHHRFLCDOEU-SSDOTTSWSA-N,-5.0,-5.4,-5.7
IWUCXVSUMQZMFG-AFCXAGJDSA-N,-7.1,-6.6,-6.3
FOIPWTMKYXWFGC-UHFFFAOYSA-N,-5.8,-5.5,-5.2
VNQABZCSYCTZMS-UHFFFAOYSA-N,-5.3,-5.8,-5.9
QOIGKGMMAGJZNZ-UHFFFAOYSA-N,-7.8,-7.6,-8.4
DFPAKSUCGFBDDF-UHFFFAOYSA-N,-5.0,-5.0,-5.1
FUSNMLFNXJSCDI-UHFFFAOYSA-N,-7.7,-7.2,-9.2
SYAKTDIEAPMBAL-QMMMGPOBSA-N,-5.7,-6.0,-6.2
DMIMZHGXWWCGBD-UHFFFAOYSA-N,-5.7,-5.5,-5.7
PHWBOXQYWZNQIN-UHFFFAOYSA-N,-5.9,-6.8,-7.4
SRVJKTDHMYAMHA-UHFFFAOYSA-N,-5.7,-5.9,-6.1
WVYADZUPLLSGPU-UHFFFAOYSA-N,-6.8,-7.7,-7.6
XWVOEFLBOSSYGM-UHFFFAOYSA-N,-6.1,-6.6,-7.1
AYXYPKUFHZROOJ-ZETCQYMHSA-N,-4.8,-4.8,-5.2
ZEAJXCPGHPJVNP-GFCCVEGCSA-N,-6.8,-7.0,-7.2
JCBQCKFFSPGEDY-OAQYLSRUSA-N,-7.9,-6.9,-7.1
BNFRJXLZYUTIII-UHFFFAOYSA-N,-7.6,-7.9,-8.4
DZQVFHSCSRACSX-UHFFFAOYSA-N,-7.4,-7.2,-7.7
QHGUCRYDKWKLMG-QMMMGPOBSA-N,-5.0,-5.3,-5.8
NFDFQCUYFHCNBW-SCGPFSFSSA-N,-7.6,-7.6,-7.7
ZCBJDQBSLZREAA-UHFFFAOYSA-N,-8.1,-9.1,-8.1
XRCFXMGQEVUZFC-UHFFFAOYSA-N,-8.1,-7.6,-7.7
AVWWVJUMXRXPNF-UHFFFAOYSA-N,-5.6,-6.6,-7.4
