ligand,E1,E2,E3
AHHFEZNOXOZZQA-ZEBDFXRSSA-N,-5.1,-5.2,-5.9
DNIAPMSPPWPWGF-GSVOUGTGSA-N,-2.8,-3.1,-3.1
UOMKBIIXHQIERR-UHFFFAOYSA-N,-5.5,-5.8,-6.3
XKFIQZCHJUUSBA-HNNXBMFYSA-N,-5.9,-7.0,-6.9
YMTINGFKWWXKFG-UHFFFAOYSA-N,-5.6,-6.7,-6.8
CZMRCDWAGMRECN-UGDNZRGBSA-N,-4.8,-5.4,-6.1
JPBBNLWRCVBGJS-KCAUTNRHSA-N,-4.6,-5.7,-6.6
WRWRKDRWMURIBI-UHFFFAOYSA-M,-3.2,-2.3,-2.3
UGOFYAXVVVXMQT-UHFFFAOYSA-N,-5.7,-6.9,-7.2
UCTRAOBQFUDCSR-SECBINFHSA-N,-4.8,-5.3,-5.5
NLORYLAYLIXTID-ISLYRVAYSA-N,-5.5,-6.6,-6.9
QTBSBXVTEAMEQO-UHFFFAOYSA-N,-2.6,-2.6,-3.1
QNAYBMKLOCPYGJ-REOHCLBHSA-N,-3.1,-3.4,-3.7
HPNSFSBZBAHARI-RUDMXATFSA-N,-5.9,-6.3,-6.8
ODQWQRRAPPTVAG-UHFFFAOYSA-N,-6.2,-6.4,-7.2
GBBJCSTXCAQSSJ-XQXXSGGOSA-N,-5.5,-5.7,-5.8
PZMVOUYYNKPMSI-UHFFFAOYSA-N,-4.4,-5.1,-5.4
YNUMZJCKFQVSRH-HWKANZROSA-N,-4.9,-5.5,-5.5
KZSNJWFQEVHDMF-BYPYZUCNSA-N,-3.7,-3.8,-4.2
WTDRDQBEARUVNC-LURJTMIESA-N,-5.0,-5.1,-5.4
LLEMOWNGBBNAJR-UHFFFAOYSA-N,-5.7,-5.9,-5.5
YTGJWQPHMWSCST-GSVOUGTGSA-N,-3.8,-3.9,-4.4
QSRHLIUOSXVKTG-YADHBBJMSA-N,-6.0,-7.1,-7.5
XLFWDASMENKTKL-UHFFFAOYSA-N,-4.7,-5.1,-5.7
OPTBBAGXQYOFTL-UHFFFAOYSA-N,-4.6,-5.0,-5.2
